season,school,wins,adjoe,adjde,barthag,efg,efgd,tor,tord,orb,drb,ftr,ftrd,two_pct,two_pctd,three_pct,three_pctd,adj_t,wab
2011,Middle Tennessee,6,"91.4
308","91.8
24",".4884
179","46.7
256","42.8
11","23
319","27.1
2","33.6
123","32.5
193","50.4
14","52.3
331","47.5
186","44.2
60","30.1
298","26.6
5","65.6
169","-3.3
195"
2010,Middle Tennessee,6,"101.3
190","101.6
160",".4923
179","53.3
45","49.8
196","17.7
70","21.7
76","27.1
294","25.4
14","41.5
93","47.6
301","49.7
104","50
242","40.6
20","32.9
112","67.2
121","-2.2
140"
2009,St. Bonaventure,4,"99.4
213","99.9
134",".4867
179","50.4
128","49
158","23.5
311","16.9
291","31.5
189","29.4
77","30.5
278","45.4
300","51.1
75","48.3
165","32.4
229","33.8
140","70.3
37","-2.5
152"
2008,Fort Wayne,5,"99.5
213","100.5
123",".4715
179","51.4
114","47.4
73","18.4
78","18
268","18.1
340","34.9
250","42.1
68","42.9
267","52.5
43","46.1
85","32.5
251","33.5
102","67
141","-2.8
172"
2019,La Salle,5,"101.6
217","102.2
142",".4834
178","48.1
275","52.4
237","19.3
253","16.7
232","30.2
109","23.9
44","23.7
331","33.8
220","46.6
290","51.9
246","33.1
232","35.7
209","67.7
174","-4
219"
2018,Mount St. Mary's,6,"103.3
207","104.1
152",".4766
178","54
71","45.7
19","15
39","23
5","21.3
323","38
349","32
197","26.6
39","49.6
192","46
43","39.6
45","30.2
27","64
331","-2.5
159"
2017,Idaho,8,"106.6
132","108.0
236",".4637
178","52.8
97","50.5
163","16.6
101","15.2
306","29
160","24.6
40","40.6
71","43.3
301","47.3
250","49.3
166","41.4
15","34.8
154","67.8
208","-1.8
125"
2016,Northern Illinois,5,"101.0
227","102.2
134",".4641
178","47.7
257","50.4
185","17.6
170","18.4
135","30.2
140","29.3
167","39.4
112","37.1
181","44.6
304","48.2
142","35.9
137","35.7
208","68.9
147","-4.7
267"
2015,Duquesne,5,"111.9
47","112.2
311",".4922
178","51.4
107","52.8
285","16.4
74","13.6
345","31.2
164","34
288","29.9
300","29.4
49","49.4
114","48.3
184","36.7
106","39.1
310","67.5
43","-2.5
159"
2014,Pepperdine,3,"106.2
156","107.3
215",".4703
178","49.1
195","51.3
229","17.6
151","15.4
299","30.9
183","34.4
290","36
254","39.9
166","47.7
202","46.7
104","34.8
156","39.7
321","66.3
126","-3.3
196"
2013,UCF,3,"105.4
126","106.4
251",".4711
178","47.3
236","52.6
282","19.9
209","19.5
141","36
46","35.8
311","44.6
41","34.7
136","44.8
265","55
330","34.2
166","31.7
96","66.4
99","-3.1
182"
2012,Jacksonville St.,6,"104.8
130","105.7
235",".4758
178","50.3
131","49.3
172","18.4
125","22
58","37.9
22","32.2
197","43.1
49","50.1
335","55.3
9","49.4
220","26.5
337","32.7
110","62.4
277","-2.2
160"
2011,Lafayette,5,"101.9
174","102.2
171",".4919
178","49.9
132","46.4
73","17.2
70","18.9
185","26.4
300","32.1
174","39.3
133","43.3
270","49.1
122","48
186","34.1
180","28.7
16","64.5
220","-3.5
208"
2010,Georgia St.,3,"103.4
159","103.7
196",".4926
178","46.5
260","50.5
228","20.2
203","20
140","37.3
43","35.3
276","34.9
229","40.3
213","44.9
260","47.6
166","34.5
165","37.7
276","63.8
267","-4.2
236"
2009,Colorado St.,2,"110.3
59","110.7
299",".4912
178","47.6
234","60.7
343","15.7
18","18.5
235","26.7
298","26.4
23","40.7
97","38
206","45.5
255","59.5
342","34.5
157","41.9
334","66.7
129","-3.7
217"
2008,Niagara,6,"105.7
128","106.7
244",".4718
178","48.9
203","50.4
193","17.7
53","19.8
190","36.3
64","36.7
300","42.1
68","28.6
40","51.1
86","49.2
196","30.2
302","35.4
181","71.7
25","-2.3
142"
2019,Louisiana Tech,5,"102.9
195","103.5
161",".4848
177","48.5
256","48.5
85","16.8
117","18.6
126","28.6
153","29.9
243","33.9
126","28.7
96","46.2
300","49
139","34.5
172","32
75","65.3
292","-3.1
179"
2018,Navy,5,"98.7
283","99.5
70",".4788
177","49.5
233","51
161","20
309","19.8
51","31.4
79","19.1
4","34.8
143","36.3
242","48.9
216","52.3
240","33.8
213","32.7
83","65.4
301","-2.1
138"
2017,Georgia Southern,4,"106.3
138","107.4
226",".4688
177","53.5
71","52.7
246","17.5
153","18.4
140","21.4
327","32.3
295","40.7
69","35
176","45.8
293","48.7
140","41.7
11","39.4
303","67.4
225","-4.2
247"
2016,"Austin Peay
16 seed, R64",8,"109.9
91","111.3
274",".4657
177","56.9
13","51.3
211","19.2
261","16.4
239","31.2
113","31.5
250","53.2
2","31.7
81","56.1
16","53.6
308","38.9
47","31.7
71","69.8
94","-1.6
112"
2015,Texas A&M Corpus Chris,8,"99.7
244","100.0
118",".4928
177","48.6
200","44.8
31","17.1
111","20.3
75","28.3
244","32.3
234","52.3
6","45.6
304","49.4
114","43.9
46","30.9
285","30.8
49","61.7
281","-2.4
155"
2014,Colgate,5,"111.3
75","112.2
300",".4749
177","57.1
10","53.8
306","18.2
184","16.7
255","25.8
307","27.2
39","32.6
308","33.3
57","54.2
26","54.2
320","41.6
10","35.4
191","62.5
291","-4.3
243"
2013,"James Madison
16 seed, R64",7,"99.8
203","100.8
148",".4723
177","49.2
162","51
234","14.9
11","21.8
52","27.5
271","30.2
129","36.3
179","40.2
252","48.3
160","50.3
257","33.8
181","34.9
187","65.3
159","-2.3
146"
2012,High Point,5,"109.4
60","110.3
302",".4763
177","53.2
44","48.2
128","17
52","15.6
321","29.4
228","34.4
262","39.4
109","37
189","46
236","50.3
249","41.5
21","30.3
47","63.4
250","-2.6
186"
2011,St. Francis NY,5,"100.4
205","100.4
137",".5008
177","47
243","50.1
209","17.1
67","23.2
22","32.5
158","32.9
206","37.2
183","45.4
297","47
203","49.7
233","31.3
260","34.1
149","67.3
90","-2.8
174"
2010,Saint Joseph's,3,"100.8
198","100.9
144",".4984
177","45.7
281","52.6
283","18.2
98","19
196","26.4
307","34
237","37.5
182","34.2
110","49
128","53.1
313","26.7
336","34.4
165","68.4
72","-3.5
207"
2009,Belmont,6,"102.2
171","102.5
184",".4914
177","50.7
118","50.5
207","18.6
97","22.5
53","33
143","33.5
225","27.4
318","39.8
243","52.3
42","48.9
187","32.5
226","35.3
189","68.9
63","-3.7
216"
2008,Vermont,5,"100.9
196","101.9
154",".4722
177","50.6
144","45.6
30","20.7
195","18.6
241","37.6
34","29.8
86","38
154","38.5
195","50.4
101","40
1","34
200","38.9
283","69.4
63","-4.9
263"
2019,Brown,7,"96.6
291","97.1
68",".4859
176","48.2
270","50.8
179","20.1
289","22.2
17","22.1
314","23.6
38","38.8
47","29.2
109","47.2
272","54
304","33.2
226","31.4
58","71.6
37","-2.7
160"
2018,Charleston Southern,7,"107.2
137","107.9
223",".4801
176","52.1
139","51.5
187","16.3
104","20.5
28","28.2
172","27.5
151","34.7
144","33.1
179","50.7
156","51.1
194","36.7
110","34.6
159","67.2
232","-2.1
139"
2017,Chattanooga,4,"102.2
206","103.4
149",".4691
176","51.8
127","52.8
252","19.4
252","19.9
70","27.5
212","29
197","32.8
225","37.6
234","50.9
117","52.1
261","35.4
166","36.1
211","65.1
307","-4.2
246"
2016,Tennessee St.,5,"99.8
253","100.6
107",".4759
176","49.5
197","53
267","18.7
234","25.1
2","31.9
94","30.4
214","45.8
17","43.7
297","51
105","46.9
92","30.4
302","40.5
327","69.1
135","-2.8
177"
2015,Washington,2,"109.8
65","110.1
280",".4930
176","49.4
177","56.2
341","15.9
47","17.5
213","26.9
282","35.6
313","30.2
294","34.4
138","46.6
225","58.7
350","36.1
128","32.9
97","64.7
143","-4.1
251"
2014,Tennessee Tech,7,"102.5
213","103.3
147",".4755
176","54.5
36","46.7
65","23.9
347","17.8
187","33.9
88","32.1
215","57.1
7","51.9
329","53.7
29","48.8
181","37.9
67","28.3
13","68.7
43","-1.6
115"
2013,Missouri St.,5,"103.1
160","104.0
205",".4744
176","43.7
316","52.1
269","15.4
18","18.2
216","26.7
289","33.3
235","39.6
107","33.6
107","47.4
188","52.4
303","25
344","34.4
172","59.6
334","-2.3
145"
2012,College of Charleston,6,"97.0
256","97.6
98",".4815
176","48.6
195","47.3
100","18.5
136","21.8
61","31.4
181","38.6
330","46.4
22","30.3
73","46.2
229","47.9
155","35
149","30.7
61","67.4
74","-1.7
142"
2011,Miami OH,7,"107.7
94","107.6
267",".5010
176","50.9
87","49
173","17.4
78","15.7
318","28.8
250","30.1
111","38.6
150","34.6
122","48.1
164","45.1
78","36.4
102","38
284","64.8
205","-2.2
136"
2010,Oral Roberts,7,"103.6
157","103.7
197",".4987
176","50.8
104","49.9
203","17.4
57","20.2
130","35.7
78","28.1
48","40.5
116","33.3
91","52.3
45","44.2
57","29.8
295","44.6
347","66.5
148","-1.8
124"
2009,"Radford
16 seed, R64",10,"101.6
181","101.8
171",".4919
176","52.5
55","46.4
62","21.3
232","17.1
285","35.4
83","27.1
32","50.9
7","27.9
25","51.6
55","42
14","37.2
83","35.4
197","71.8
16","-0.2
62"
2008,Loyola MD,7,"111.0
61","111.9
306",".4761
176","52.9
62","49
127","19.5
136","15.5
327","38.4
25","36.3
296","39.1
131","43.4
272","49
152","46.7
107","39.2
42","35.7
193","64
254","-2
134"
2019,Texas St.,7,"99.0
255","99.4
103",".4877
175","45.7
325","49.8
136","18.9
237","20.6
40","35.4
22","25.4
81","34.6
111","38.8
298","49.9
168","49.5
160","25.8
353","33.5
125","65.1
300","-3.1
177"
2018,"Wright St.
14 seed, R64",8,"102.0
236","102.5
132",".4865
175","49.2
247","48.9
90","16.5
115","18.3
121","28.8
153","21.8
17","37
97","30.1
106","48.6
231","43.9
20","33.5
228","37.2
243","68.6
152","-1.9
132"
2017,Fordham,4,"94.8
318","95.7
45",".4734
175","49.8
198","48.3
80","20.2
287","22.8
13","22.6
317","31.6
277","24.1
340","45.2
317","48.6
202","48.1
122","34.1
208","32.4
82","63.3
333","-3.6
212"
2016,Wofford,5,"107.1
131","108.0
234",".4770
175","54.1
54","53.4
282","18.3
214","17.7
169","28.4
207","26
59","36.4
181","38.1
204","47.2
245","56.1
339","43.5
7","31.5
66","65.6
286","-3.6
220"
2015,Northern Kentucky,4,"107.8
95","108.1
257",".4945
175","56.5
16","49.3
155","18.3
170","16.2
289","32.6
122","25.2
27","30.5
288","47.1
318","52.6
40","46.1
105","42.1
14","36.9
253","62.4
254","-3.4
204"
2014,Hawaii,6,"108.9
107","109.7
256",".4775
175","49.5
173","49.5
162","15.4
49","16.4
271","37.2
25","34
282","40
170","38.4
148","50.6
102","48.2
160","30.7
291","34.7
174","66.3
126","-3.3
205"
2013,Long Beach St.,7,"102.0
175","102.7
176",".4798
175","52.2
64","49.4
178","21
264","19.1
162","35.8
52","31.9
179","31.7
268","34.5
130","52.8
38","45.9
101","33.9
178","37.9
280","65.3
159","-3.2
187"
2012,Rhode Island,3,"101.4
183","101.8
168",".4882
175","43.3
331","51.8
258","19.6
182","17.4
255","36.2
52","26.7
41","34.9
193","33.4
120","43.4
310","51.4
282","28.7
309","35
184","68.6
37","-2.2
162"
2011,Loyola Chicago,3,"102.9
158","102.9
188",".5014
175","45.7
302","51.3
255","21.1
261","19.4
159","37.4
33","32.3
186","29.1
312","34
110","44.1
295","52
299","32.6
225","33.3
131","65.5
175","-3.4
199"
2010,Bucknell,5,"102.6
170","102.5
171",".5028
175","48.5
193","46.4
76","16.1
33","18.8
213","34.5
109","30.7
125","39.7
133","40.3
213","47.2
193","41.4
11","34
183","38
283","64.4
231","-2.4
154"
2009,Colorado,0,"99.6
211","99.9
132",".4930
175","48.4
206","54.2
308","22.1
271","21.6
96","21.4
340","35.8
285","36.2
177","43.9
289","46.8
218","52.3
289","34.5
157","38.7
292","61.9
303","-5.1
276"
2008,Central Connecticut,5,"108.8
83","109.7
283",".4765
175","52.8
66","50.4
193","18.9
98","16.5
308","39.6
13","35
255","29.5
295","18.6
1","53.8
28","47.4
125","33.9
201","38
265","65.5
196","-3.1
182"
2019,"Iona
16 seed, R64",10,"103.4
180","103.8
172",".4889
174","51.6
132","49.8
136","14.6
27","18.4
138","27
194","26.8
134","33.4
139","18.3
1","50.7
134","48.4
119","35.1
146","34.3
162","68.2
152","-1
88"
2018,Lamar,6,"103.6
198","104.1
148",".4877
174","49.5
233","50.1
119","17.4
170","22.4
9","33.1
47","28.2
188","32.2
193","45.7
340","50.5
161","50.3
174","31.9
282","33.1
94","67.6
206","-1.9
131"
2017,Hofstra,5,"108.4
101","109.2
261",".4775
174","52.1
115","51.3
189","13.4
4","16.2
268","25.6
263","32.1
288","40.4
73","28.2
47","47.6
246","55.2
329","38.1
81","28.8
12","69
151","-2.3
154"
2016,North Dakota,7,"101.0
226","101.8
126",".4776
174","50.8
147","51.6
224","17.1
145","20.4
45","25.9
269","25.2
44","39.4
112","40.8
253","48
219","51
237","38.5
53","34.9
178","72.7
27","-3.6
217"
2015,Lehigh,5,"99.9
237","100.0
119",".4977
174","49.8
157","46.2
62","18.9
203","16.3
284","31.9
138","29.4
122","37.8
136","27.7
29","49
130","41.8
19","34.6
182","35.6
203","66.5
74","-3.1
190"
2014,Evansville,4,"103.8
191","104.5
165",".4813
174","49.3
182","50.7
208","19.6
254","18.2
158","26.4
300","31.5
188","44.5
89","43.4
233","50.1
115","49.1
190","31.1
282","35.7
208","66.9
103","-3.5
211"
2013,Stetson,6,"96.5
266","97.0
91",".4839
174","51.3
93","45.3
55","24.1
336","17
275","31.1
181","27.4
44","40.3
91","27.7
30","47.8
171","44.7
72","37.9
54","30.9
67","69
32","-3
179"
2012,"LIU Brooklyn
16 seed, R64",10,"109.9
53","110.3
304",".4890
174","56.3
9","50.7
223","19.7
189","17.5
248","31.9
162","31.9
186","52.9
4","21.3
3","56.4
5","52.3
304","37.5
74","30.8
64","74.2
2","0
63"
2011,Montana,5,"95.7
271","95.3
58",".5109
174","49.1
167","45.2
40","20.1
212","19
178","26.8
292","32.2
181","37.9
164","30.1
46","51.3
41","44.6
66","29.3
311","31
61","61.5
318","-3.2
191"
2010,Iona,5,"96.7
256","96.2
77",".5140
174","47.6
217","46.1
68","21.4
258","22.9
36","27.7
279","30.7
125","40.9
108","49.3
314","43.9
293","40.1
5","35.6
125","39.7
313","65.7
181","-2.4
148"
2009,"Portland St.
13 seed, R64",8,"106.8
97","107.1
261",".4933
174","55.3
18","51.4
234","19.7
153","20.4
147","31.4
192","32.3
171","32.1
256","31.2
70","51.3
62","52.4
292","39.9
40","32.8
110","65.7
166","-1.7
122"
2008,Northwestern,1,"107.2
117","107.9
262",".4809
174","50.8
138","58.5
336","18.1
66","22.9
54","20.9
335","37.5
316","22.5
339","44.6
291","46.6
238","59.1
336","37.6
87","38.6
277","60.8
328","-5
268"
2019,Northern Colorado,7,"101.6
218","101.9
135",".4923
173","53.9
56","51.1
188","18.2
191","20.3
51","26.7
209","25.1
70","32.8
151","29
104","56.2
19","48.7
128","34.2
180","37
257","66.2
258","-3.1
174"
2018,VCU,4,"102.1
235","102.5
131",".4880
173","53.6
84","51.1
163","18.7
257","16.2
245","23.1
297","25.5
85","25.5
319","27.8
58","54.2
48","48.7
112","35.2
164","36.8
233","72.3
27","-4.6
265"
2017,Indiana St.,4,"97.6
285","98.2
70",".4818
173","48.9
239","47.3
52","18.9
232","16.7
238","20.1
338","22.1
8","29.4
293","45.2
317","45.4
300","44.6
31","36.5
120","36.3
215","70.8
76","-3.2
197"
2016,Montana St.,5,"108.6
115","109.4
253",".4801
173","51.8
115","53.8
293","16.2
96","17.5
179","33.6
58","23.5
17","30.5
296","55.3
348","49.9
144","50.5
218","36.2
125","39.8
312","69.2
128","-3.9
231"
2015,Fresno St.,5,"104.6
149","104.5
197",".5042
173","50.9
114","51.7
252","16.1
56","18.9
137","24.1
321","30.1
142","39.4
108","43.5
287","47.6
187","48.2
183","38.7
61","38.8
303","65.7
99","-2
136"
2014,Quinnipiac,8,"113.6
48","114.3
319",".4823
173","51.3
102","49.5
162","19.3
239","11.9
348","43.1
2","29.5
92","56.3
9","30.4
29","47
231","47
115","43.6
3","36.7
245","69.9
20","-1.2
100"
2013,Vermont,7,"106.1
115","106.5
253",".4893
173","50.4
112","49
165","19.6
191","18.1
223","38.6
10","26.7
36","46.2
26","29.5
47","50.9
71","43.7
49","32.7
229","38.3
290","59.9
329","-2.8
171"
2012,Houston,4,"105.0
124","105.2
225",".4950
173","49
180","51.6
251","20.5
236","16.3
303","34.1
101","30.4
147","28.4
312","29.2
50","49.4
115","48.1
161","32
245","39.7
306","65.7
142","-3.3
211"
2011,McNeese St.,8,"105.8
121","105.4
229",".5113
173","51.4
68","47.5
107","16.5
48","18.7
192","30
213","31.6
163","37.2
183","38.2
188","49.9
95","48.2
195","36.1
110","31
61","66.2
139","-2.9
182"
2010,Evansville,3,"103.9
153","103.3
191",".5172
173","50.5
115","54.7
318","21.2
249","20.1
135","24.5
324","30.2
108","39.7
133","44.8
271","48.1
161","54.7
329","37.6
60","36.4
234","64
254","-3.2
192"
2009,Drexel,3,"96.1
253","96.3
72",".4946
173","43.5
324","41.8
6","16.6
33","15.5
323","38.9
21","32
161","35.4
192","41.7
267","38.9
343","39.4
6","35.8
115","32.7
103","62.6
291","-4.4
247"
2008,Weber St.,5,"99.6
211","100.2
118",".4816
173","52
86","45.9
37","23.3
298","18.4
251","31.2
207","27.9
39","51.4
7","39.2
207","50.3
105","43.7
36","36.9
106","33
90","67.2
133","-3.8
209"
2019,Wake Forest,3,"102.5
198","102.7
147",".4947
172","42.8
350","55.2
315","20.4
299","16.2
266","33.3
42","29
218","29.9
224","34.8
236","40.1
348","55.2
326","31.8
283","36.9
256","68.2
152","-2
128"
2018,Monmouth,4,"104.6
179","105.0
169",".4893
172","51.1
176","51.9
199","18.9
269","19.4
68","28.7
155","25.3
75","42.5
23","41.3
311","47.3
267","54.2
290","39
54","33.1
94","69.5
114","-4.8
275"
2017,UMKC,6,"107.2
122","107.7
232",".4872
172","53.1
82","51.7
207","18.7
217","20.2
60","28.8
164","26.3
93","40.6
71","42.5
295","51.4
102","51.2
231","37.1
103","35
162","70.4
86","-1.6
116"
2016,Pepperdine,4,"106.2
141","106.9
223",".4804
172","49.3
207","52
234","15.1
39","12.4
346","32
91","25.7
55","46
15","31.9
86","49.5
158","53.2
296","32.5
245","33.3
119","67.5
216","-2.4
149"
2015,High Point,5,"104.4
157","104.1
188",".5072
172","53.5
48","49.3
155","16.6
88","18.6
156","29.1
219","32.2
229","28.9
309","35.3
153","50.6
76","46
99","40.5
31","35.8
213","61.7
281","-2.9
179"
2014,Siena,5,"101.1
239","101.5
113",".4884
172","44.9
324","45.6
46","18.2
184","19.5
83","36.2
45","36.1
326","44.8
82","54.8
343","44.7
300","44.7
53","30.5
298","31.9
88","66.1
145","-3.4
208"
2013,Norfolk St.,9,"93.8
294","94.0
53",".4956
172","48.4
200","38.5
1","21.5
279","22.1
43","34.1
92","36.9
323","37.1
161","35.4
147","47.9
170","39.4
5","33.3
206","24.1
2","68.6
44","-0.5
67"
2012,Utah St.,4,"104.8
129","104.8
216",".5005
172","52.8
48","50.1
201","18.6
140","16.2
306","34.5
88","28.7
97","31.2
273","34
133","51.5
59","46.7
123","37
89","38.2
274","60
329","-3.3
207"
2011,TCU,1,"101.6
181","101.1
152",".5124
172","47
243","52.1
281","18
100","18.6
196","24.9
318","28.4
68","28.2
324","45.2
295","44.7
277","51.5
290","34.7
161","35.3
194","64.8
205","-5.1
285"
2010,Idaho,5,"103.4
160","102.7
178",".5177
172","50.3
128","53.2
298","17.9
83","18.2
240","31
207","27.7
38","33.5
265","32.5
80","49.4
113","50.5
261","35
142","38.9
300","64.8
215","-3.1
188"
2009,Oregon,2,"105.6
119","105.5
238",".5033
172","45.3
305","58
338","19.7
153","20.4
147","34.1
113","39.8
331","34.5
211","44
290","40.4
334","57.3
338","34.9
140","40.2
317","67.3
106","-2.6
157"
2008,George Washington,4,"105.0
138","105.6
223",".4838
172","47.4
259","52.7
267","20.6
186","18.9
228","36.6
57","37.1
310","35.5
205","38.2
190","44.8
284","49.3
198","34.5
188","38
265","61.9
308","-2.6
162"
2019,Northern Illinois,5,"103.7
175","103.7
168",".5002
171","48.8
243","51.5
206","15.2
41","19.4
81","24.3
276","29.4
232","23.8
329","44.3
337","48.5
224","48.9
135","33.1
232","36.7
246","66.7
223","-4.8
264"
2018,"Iona
15 seed, R64",7,"107.6
130","107.8
219",".4938
171","53.3
95","51.5
187","13.3
10","18.9
93","21.6
321","32.8
317","35.8
119","30
103","51.3
134","52.7
250","37.8
80","32.9
88","71.7
43","-2.9
182"
2017,Siena,7,"108.9
94","109.3
263",".4902
171","53.8
61","52.6
242","20.7
307","16.4
255","37.9
10","25.8
75","40.9
65","33.2
139","52.8
58","51.6
242","37.3
96","36.3
215","69.8
113","-2.4
158"
2016,Louisiana Tech,7,"102.7
200","103.3
159",".4817
171","54
56","51.9
228","17.5
163","18.6
126","26.9
243","26.4
69","43.8
40","35.5
144","55.8
19","53.1
293","33.3
214","33
110","71.6
44","-2.3
144"
2015,Rice,6,"103.5
177","103.2
173",".5084
171","53.2
53","48.5
125","20.3
271","19.5
109","24.4
317","32.2
229","36.8
161","36.3
176","52.1
51","49.1
210","36.2
124","31.5
62","63.5
206","-3.8
226"
2014,VMI,7,"105.2
170","105.5
179",".4902
171","50.3
142","44.6
33","14.4
15","14.4
326","33.8
93","35.3
310","34.9
271","31
32","51.9
68","44.2
43","31.9
266","30.6
42","71.6
10","-2
142"
2013,Loyola Chicago,2,"104.1
143","104.2
208",".4970
171","52.3
60","52.6
282","19.5
187","17
275","26.5
293","26.1
30","37.6
145","34
122","48.9
137","53.6
314","40.6
21","33.7
152","63.9
221","-6
302"
2012,Cleveland St.,4,"101.3
185","101.2
162",".5022
171","50.5
115","46
55","20.4
231","23
33","34.2
98","37.1
311","31.7
258","43.5
281","50
96","41.3
10","34.3
172","36.4
232","63
259","-4
241"
2011,Buffalo,5,"104.8
139","104.3
215",".5127
171","52.1
49","48.4
149","20.9
249","20
132","39
13","31.7
167","28.5
322","38.3
190","50.2
79","46.4
121","37.9
61","35.2
191","64.8
205","-5.2
287"
2010,Rider,4,"104.6
145","103.9
202",".5194
171","50.5
115","47.5
112","19.2
140","19.2
182","26.7
300","34.1
242","36.7
197","40.5
218","48.5
143","44
53","36.2
108","36.5
238","68.6
64","-3.1
190"
2009,Valparaiso,3,"105.5
123","105.3
234",".5050
171","52.7
48","52.6
278","23
296","22.4
57","32.7
156","31.5
146","41.5
81","56
339","54.5
16","49.8
216","33.7
190","38.8
294","65
202","-4
229"
2008,Cal St. Northridge,5,"99.6
209","100.1
116",".4863
171","52.2
81","47.9
89","20.2
170","21.7
102","28.6
262","31.2
134","30.7
285","54.5
335","53
35","49.5
206","33.8
205","30
32","72.1
23","-4.1
229"
2019,UT Rio Grande Valley,7,"103.4
182","103.2
158",".5041
170","51.1
152","50.8
179","17.3
141","23.3
9","26
231","34.9
337","49.8
1","43.8
335","50.8
129","50.1
184","34.5
172","34.5
171","69.9
86","-1.7
115"
2018,Indiana St.,3,"103.0
212","103.1
140",".4970
170","45.5
330","52.9
239","17.7
188","17.5
166","28.5
162","19.8
5","34
154","37
253","41.1
347","51.1
194","33.8
213","37.2
243","71.2
61","-3
187"
2017,"Kent St.
14 seed, R64",10,"102.6
201","102.9
143",".4911
170","47.9
275","49.7
132","15.2
35","18
167","32.3
72","27.4
133","34.3
183","30
70","49
181","49.1
157","30.6
309","33.9
121","67.2
230","-0.5
73"
2016,"Weber St.
15 seed, R64",11,"99.6
256","100.2
100",".4846
170","55.7
26","46.1
38","20.5
311","15
303","21.3
338","27.1
91","47.9
6","31.1
76","55.8
19","44
31","37.1
90","35.1
184","67.7
200","-0.6
77"
2015,USC Upstate,6,"104.7
145","104.3
192",".5107
170","51.5
102","46.9
77","16.2
61","14.9
324","36.4
39","29.5
124","31.2
277","28.2
36","50.4
85","45.4
81","35.5
150","32.9
97","63.4
208","-2.9
181"
2014,"Mount St. Mary's
16 seed, R68",8,"108.1
123","108.4
234",".4918
170","53.1
60","50.1
187","17.1
121","18.8
130","29.8
215","32.7
245","37.8
217","31.8
39","52.9
45","52.3
294","35.7
128","29.1
17","68.2
55","-2.5
153"
2013,Northwestern,1,"103.7
146","103.8
198",".4974
170","44.6
304","50.8
232","17.4
87","17.1
265","21.9
339","40.8
346","24.4
345","42.7
285","42.1
321","48.9
209","31.6
259","36.7
247","59.9
329","-3.4
194"
2012,UT Arlington,9,"99.9
209","99.7
137",".5051
170","50.4
122","48
121","21.9
284","22.6
44","36.3
50","28.6
88","49
15","33.2
116","50
96","46.3
114","34.1
175","33.4
132","71.1
12","-1.4
120"
2011,La Salle,4,"105.1
133","104.5
219",".5164
170","47.6
230","51.1
244","19.4
170","18.8
187","34.3
104","33.8
240","30.2
291","32.5
85","46.1
235","48.3
199","33.9
189","39.1
308","73.3
4","-3.4
200"
2010,"Robert Morris
15 seed, R64",9,"100.4
203","99.7
124",".5205
170","52.2
62","45.1
41","22.6
309","22.7
44","34.9
93","30.6
121","45.9
49","45.2
278","51.7
58","46.5
119","35.5
131","28.4
22","65.5
190","-1.6
116"
2009,UC Irvine,5,"106.4
102","106.2
246",".5050
170","52.3
63","50.7
213","16.1
22","18.6
231","24.8
322","32.5
177","31.5
265","32.1
85","46.3
236","47
120","42.9
14","38.7
292","62.5
292","-3.4
199"
2008,St. Bonaventure,2,"115.4
22","115.9
329",".4886
170","51.5
106","58.4
334","17.9
59","16.6
305","33.5
137","30.2
100","35.9
198","38.1
185","46.9
227","55.8
327","38.8
50","40.9
317","63.7
266","-5
267"
2019,Eastern Michigan,6,"97.7
273","97.5
71",".5070
169","47.9
280","47.5
60","20.8
307","21.2
33","30.5
96","32.5
305","44.9
8","34.6
233","51.5
101","47.2
86","27.5
350","31.9
69","64.4
319","-2.6
158"
2018,Richmond,4,"112.7
68","112.8
301",".4987
169","53.9
73","58.4
341","15.9
75","17.7
161","25.3
254","27.2
141","30.7
226","31.9
149","54.4
46","57.7
342","35.3
158","39.8
308","70.6
76","-4.4
257"
2017,Louisiana Lafayette,7,"110.3
69","110.5
280",".4964
169","52.6
104","53.9
281","18
183","18.8
116","36.3
14","28.1
156","40.8
67","41.7
287","53.2
48","54.7
318","34.4
194","34.8
154","72.8
24","-2.2
149"
2016,Kennesaw St.,5,"104.8
167","105.3
194",".4851
169","50.3
166","50.7
195","14.9
30","18.3
139","31.4
106","30.1
200","36.8
170","42.2
275","52.8
56","52.6
283","29.4
323","31.3
61","68.5
161","-1.8
124"
2015,Eastern Michigan,7,"102.3
196","101.9
151",".5112
169","48.7
196","49.8
178","17.9
150","21.9
28","29.9
200","36.3
324","40.8
83","45.4
303","47.9
172","46.8
133","33.3
219","36.8
251","66.8
64","-3.3
198"
2014,Northern Illinois,7,"95.7
305","96.0
43",".4918
169","45.1
318","43.2
12","23.8
345","21.7
20","36.7
32","32.3
231","47.7
44","49.8
316","45.6
271","46.3
85","29.3
323","25
2","62.8
282","-3.9
228"
2013,Virginia Tech,2,"105.2
128","105.2
223",".5010
169","45.6
286","53.8
316","16.9
63","15.4
320","29.2
227","32.9
215","29.1
305","47.2
317","46.3
222","50.1
252","29.2
313","40.4
324","64.1
218","-3.9
213"
2012,George Washington,2,"102.3
170","102.2
176",".5052
169","46.7
252","51.9
262","20
207","19.2
172","35.3
70","34.2
254","29.6
297","42.3
270","47.8
167","48.1
161","28.7
309","40.6
315","61.9
292","-3.9
233"
2011,Cornell,6,"108.3
86","107.7
269",".5166
169","54.1
18","53.3
302","16.1
37","19.4
159","28.1
263","25.1
17","31.6
272","35.2
130","50
89","52
299","39.7
31","37.1
259","66.4
129","-2.3
146"
