season,school,wins,adjoe,adjde,barthag,efg,efgd,tor,tord,orb,drb,ftr,ftrd,two_pct,two_pctd,three_pct,three_pctd,adj_t,wab
2017,Siena,2,"106.0
93","105.0
224",".5264
149","49.8
184","50.6
188","18.8
158","18.2
220","32.7
100","35.7
317","39.7
106","40.6
250","49.3
161","50.5
209","33.8
195","33.9
160","71.7
128","-2.6
272"
2016,Ball St.,4,"104.0
151","101.3
151",".5764
149","49
175","46.7
100","18.5
178","17
241","33.5
101","24.3
41","41.9
113","45.2
267","47.7
188","42.9
59","34.2
161","35.3
204","66.6
309","-1.3
183"
2015,Portland St.,3,"103.6
112","101.6
205",".5574
149","43.9
285","52.6
274","11.9
2","23.1
50","25.5
302","33.6
239","41.8
113","28.4
49","38.2
328","52.1
273","39.4
45","35.8
240","67.2
153","0.1
63"
2014,Northeastern,2,"104.8
178","102.4
134",".5647
149","50.1
150","49.3
170","22.2
320","16.9
253","35.3
84","31.2
149","43.8
140","35.8
95","49.8
141","47.5
127","34.1
154","36.1
233","66.9
257","-2.5
256"
2013,George Washington,3,"93.3
248","91.4
59",".5602
149","47.6
182","45.2
88","24.2
294","17.8
286","32.5
154","27.9
64","33.3
208","31.4
105","48
140","40.8
30","30
248","39.3
309","68.8
124","-1.6
183"
2012,Stony Brook,1,"100.1
158","98.1
159",".5581
149","43.7
287","57.4
334","19.6
108","21.9
141","39.9
23","29.6
88","23.6
328","35.1
130","44.8
247","57.3
335","27.7
297","38.5
284","65.6
246","-1.3
182"
2011,Lehigh,3,"99.9
164","98.2
151",".5500
149","49.2
151","46.7
125","21
157","22.4
109","32.3
176","35.3
244","43.5
96","38.6
170","49.8
117","44
94","32
216","34.5
188","69.6
134","-1.7
215"
2010,Detroit,4,"100.0
176","97.4
133",".5742
149","47.7
196","45.9
109","22.5
226","23.5
79","36.8
76","36.3
258","51.4
26","38.7
189","49.3
133","45.3
123","29.4
273","31.7
119","69.2
147","-0.7
123"
2009,Arkansas,4,"100.2
153","98.9
171",".5362
149","50.5
110","47.7
140","19.2
75","17
321","33
168","21.2
4","55.2
11","30.5
75","48.3
150","47.2
152","37.5
70","32.3
140","71.2
81","-0.4
102"
2008,Marist,4,"102.0
134","99.2
155",".5788
149","49.6
172","49.5
166","23.9
226","22.4
160","38.4
62","33.3
162","34.9
186","28.5
68","46.3
221","45.1
103","37.9
85","38.3
262","64.8
284","-1.1
163"
2020,"Hofstra
vs. 146 Delaware",3,"110.2
28","107.5
303",".5714
150","51.4
101","49.7
200","14.5
6","15.9
320","24.9
248","30.4
249","36.6
91","19.7
8","49.6
143","51
230","36.3
73","31.7
141","70.6
158","-1.9
201"
2019,Stanford,4,"94.7
292","92.2
34",".5754
150","47.5
255","44
27","22.6
318","19.3
160","27.4
211","32.4
271","43.1
38","30.5
113","48.8
221","46.4
76","30.1
279","24
5","73.3
78","-0.5
111"
2018,Connecticut,5,"98.6
231","97.4
85",".5359
150","46.5
280","49.9
150","17.6
95","19
176","28.8
189","26.2
92","34.8
177","30.6
105","47.5
225","47.1
105","30
285","35.8
206","71
180","-0.2
78"
2017,Elon,5,"107.9
70","107.0
258",".5263
150","56.8
16","48.7
134","18.5
138","16.7
286","28.3
211","31.1
214","38.7
122","30.2
82","59.7
5","50.2
201","35.5
136","30.3
71","70.5
185","-0.5
97"
2016,"Fresno St.
14 seed, R64",5,"98.5
234","95.9
67",".5762
150","46.9
232","45.8
79","17.4
126","21.3
61","35.9
61","25
55","44.3
74","48.3
298","45.4
238","44.6
90","33.6
175","31.8
111","72.9
77","0.1
68"
2015,South Florida,4,"100.3
161","98.4
150",".5553
150","54.9
33","43.4
52","20.5
196","19.7
193","26.7
286","33.3
233","32.5
254","49.5
304","56
21","39.3
23","34.3
151","34.4
196","67.9
130","0.2
54"
2014,Towson,6,"102.2
222","100.1
105",".5604
150","49.5
168","44.1
39","20.6
277","15.2
310","38.7
35","29.8
121","47
97","32.6
58","48.3
191","44
54","34.7
142","29.5
55","66.9
257","-0.1
82"
2013,"Villanova
9 seed, R64",2,"101.6
133","99.7
195",".5556
150","46.2
214","51
247","22.7
243","19.4
240","30.2
219","29.9
112","60.1
1","43.4
270","45.3
225","47
167","31.9
204","37.7
289","70.7
71","-1.3
162"
2012,James Madison,3,"108.2
53","106.1
290",".5546
150","55
24","50.5
225","19.5
104","19.8
238","32.2
179","31.8
151","36.1
179","42.5
244","45.1
233","48.8
204","46.9
2","36.6
239","70.5
81","-0.7
121"
2011,Tulane,3,"97.8
205","96.1
126",".5490
150","48.7
167","50.2
215","21.5
181","28.8
6","33.1
148","29.2
87","43.6
94","36.6
141","49.1
138","51.2
262","32
216","32.1
134","69.2
149","-1.1
164"
2010,Eastern Michigan,4,"102.6
141","100.1
179",".5712
150","51.8
97","46.3
117","20.2
127","18.8
264","34.6
139","32.1
145","45
65","30.7
74","53.1
48","51.5
257","33.1
178","23.7
9","69.2
147","-0.9
148"
2009,Harvard,3,"104.4
86","103.1
246",".5356
150","51.3
84","47.7
140","24.3
255","23.9
89","32.2
189","35.1
222","52.1
20","30.6
76","49.2
120","47.9
169","36.8
90","31.4
114","68.3
179","-0.5
112"
2008,Detroit,3,"108.8
56","105.9
275",".5769
150","56
37","51.9
227","19
52","22.6
151","29.7
259","35.3
222","27.8
295","44.9
279","49.1
154","48.9
184","46
8","37.4
243","61.2
331","-1
149"
2020,"Central Michigan
(A) 161 Ohio",3,"104.8
78","102.2
242",".5710
151","47.9
211","52.1
261","14.5
6","20.5
133","32.3
72","27.2
148","38.4
74","21.8
29","48.4
175","51.5
244","31.4
207","35.3
243","77.5
10","-0.7
112"
2019,Western Kentucky,3,"100.3
215","98.0
103",".5651
151","46.3
278","47.9
96","20.9
255","19.2
165","33.6
65","32.6
278","40.8
61","33.4
165","44.8
295","47.1
89","33.7
168","32.6
143","69.4
243","-1.2
158"
2018,Colgate,3,"104.4
139","103.3
183",".5318
151","53.9
84","49.9
150","17.3
82","18.7
192","23.7
292","30.6
220","26.8
312","29.4
86","47.7
223","46.6
93","39.9
44","36.6
228","70.3
207","-1.8
197"
2017,College of Charleston,4,"93.3
307","92.4
48",".5262
151","42.4
330","48.1
121","17.9
106","20.7
96","27.1
238","29
149","42
69","34.3
159","44.7
282","50.5
209","25.5
341","29.7
55","63.9
347","-0.9
127"
2016,Davidson,3,"113.0
50","110.0
292",".5755
151","49
175","50.5
209","9.8
1","18.6
164","21.5
329","34.1
271","41.2
119","31.6
70","53
72","49.2
199","29.8
268","35.3
204","78.5
6","0.3
44"
2015,Western Carolina,2,"107.0
72","105.3
262",".5464
151","50.7
107","48.5
183","20.3
184","20.9
130","33.5
114","42
338","39
156","62.6
347","49.7
121","52.4
279","34.7
141","27.8
44","65.8
199","-1.4
190"
2014,Auburn,4,"108.2
123","106.0
200",".5593
151","49.5
168","51.6
230","15.5
52","18.1
188","37.6
53","30.3
132","55.6
28","42.7
197","54.7
38","45.8
92","24.7
341","41.2
316","68.5
196","-0.7
129"
2013,"Northwestern St.
14 seed, R64",1,"103.2
111","101.4
227",".5531
151","45.4
242","52.3
277","22.8
248","21.1
160","39.9
30","41.2
336","39.9
112","47.7
307","47.1
165","50.9
259","27.6
298","37.1
270","73.5
25","-1.4
172"
2012,UCF,3,"100.5
147","98.6
166",".5534
151","43.1
298","49.8
205","14.4
5","21.7
152","36.8
63","32.9
182","40.9
120","45.7
283","43.9
262","53.6
297","27.5
299","28.4
55","66.4
219","0.1
70"
2011,Western Carolina,3,"100.0
161","98.4
154",".5466
151","44.7
260","49.9
206","21.3
173","22.2
121","37.5
64","30
109","32.8
263","61.7
338","42.4
286","50.2
240","32.6
201","32.6
149","67.8
190","-2
242"
2010,Utah,3,"101.7
153","99.3
164",".5686
151","48.3
175","46.8
124","18
48","18.5
276","28.5
273","28.5
57","36
196","40.5
214","50.7
94","45.7
129","29.5
271","33
147","69
159","-1.4
178"
2009,UTEP,3,"99.8
158","98.6
160",".5336
151","44.4
276","50.3
212","19
71","21.3
179","33.2
163","30
91","52.9
18","33.5
115","45.2
226","51.3
259","28.1
289","32.3
140","73.3
35","-1
153"
2008,"Austin Peay
15 seed, R64",2,"99.0
184","96.4
121",".5751
151","48.9
184","62.5
339","20.9
108","27.9
22","27
305","29.1
55","36
171","29.1
81","49
156","63.2
337","32.5
220","41
302","66.9
233","-1.7
209"
2020,Vanderbilt,5,"107.9
47","105.4
287",".5689
152","58.3
7","48.5
159","18.9
135","20.7
122","32.6
64","28.7
199","35.9
101","36.3
252","57.2
15","47.8
149","39.7
25","33.3
187","70.2
170","-0.9
125"
2019,North Florida,2,"106.4
115","104.2
216",".5603
152","50.7
183","51.2
200","19.5
189","17
270","26.9
228","28.7
173","25.2
316","34.1
179","55.5
60","48.2
110","30.1
279","39.2
314","75.1
31","-1.9
209"
2018,"Loyola Chicago
11 seed, Final Four",6,"102.4
185","101.3
151",".5308
152","59.5
7","47.6
82","21.2
258","19.2
168","21.6
322","28.4
150","41.2
65","27.8
66","57.8
30","43.7
43","41.7
24","35.8
206","68.7
272","0.1
65"
2017,San Jose St.,2,"98.7
234","97.9
104",".5246
152","44.6
315","51.6
219","15.8
26","20.3
118","28.8
205","23.1
21","27.3
310","31.8
116","44.2
290","51.9
235","30.3
286","34.1
166","74
50","-1.6
183"
2016,Saint Louis,4,"100.9
199","98.5
95",".5688
152","52.3
96","46
85","17.8
145","20.7
75","23.2
313","25.3
56","52.3
17","42.9
241","52.2
83","48.3
169","35.1
137","28.6
43","69.2
216","0
74"
2015,Utah St.,3,"100.4
159","99.2
164",".5351
152","48.9
144","43.9
64","14.6
9","18
259","22.1
341","36.6
298","37.4
188","35
133","45.4
213","46.3
145","36.3
95","26
25","64.2
270","-0.6
122"
2014,Kent St.,6,"115.9
27","113.6
301",".5578
152","54.5
46","51.3
221","13.4
9","16.3
267","32.5
145","31.4
157","42.4
167","39
139","49.6
154","51.2
229","41.7
27","34.3
189","66.6
273","0.1
67"
2013,FIU,2,"102.9
115","101.1
221",".5525
152","53.1
43","50.4
224","22.8
248","25.5
29","26.6
292","38.6
312","36.3
160","37.1
188","49.7
99","53.9
309","40.3
23","27.7
54","76
6","-1.1
146"
2012,Quinnipiac,2,"99.8
165","97.9
157",".5527
152","44.5
266","46.3
104","19.3
96","20.2
219","38.9
36","22.8
8","44.3
81","64.3
343","43.6
268","40.1
25","31.5
217","38.6
289","73.9
15","-1.7
216"
2011,James Madison,5,"104.8
92","103.3
227",".5416
152","52.5
64","50.9
232","22
206","19.6
231","30.4
231","29.4
94","48
51","29.6
54","52.1
56","44.5
101","35.6
116","41.1
316","68.9
159","0.3
47"
2010,Miami OH,2,"106.2
91","104.0
224",".5619
152","56.1
22","50.9
226","23.9
279","17.4
307","26.6
309","31.7
128","37.7
171","44.9
267","52.1
72","50.7
242","40.8
38","34.3
180","65.8
275","-2
242"
2009,UC Santa Barbara,2,"97.0
208","96.0
117",".5298
152","50.6
105","54.3
306","26.3
308","24
86","33.9
142","30.7
110","29.2
285","38.5
194","50.7
84","51.9
275","33.7
175","38.7
280","67.4
217","-2.1
249"
2008,Western Michigan,4,"106.9
77","104.5
258",".5647
152","52.3
107","55.4
290","22.8
189","18.8
300","35.7
112","28.7
49","43.2
58","45.7
288","47.7
194","55.8
306","39.2
70","36.6
221","68.5
187","-0.8
133"
2020,Eastern Illinois,2,"94.4
248","92.2
72",".5673
153","46.1
254","47.5
135","17.1
63","25
18","28.1
167","27.5
153","28.9
227","34
229","45.2
268","51.1
235","32
190","26.7
24","71
140","-1.4
160"
2019,Louisiana Monroe,2,"105.1
133","102.9
196",".5595
153","48
248","45.3
50","17.9
121","15.9
307","24.7
277","34.5
312","33.6
181","30.8
120","39.8
342","48.9
134","41.3
21","26.3
13","69.1
254","-1.2
153"
2018,Coastal Carolina,2,"105.5
122","104.5
206",".5277
153","53
104","55.3
288","22.1
287","17.3
261","33.3
83","24
41","40.1
80","37.9
227","48.7
203","50.3
188","41.1
31","40.3
312","71.9
130","-2.1
225"
2017,Utah Valley,3,"102.8
161","101.9
172",".5230
153","52.1
99","53.8
267","16.5
59","18.9
189","19.8
336","23.4
24","36.8
157","35.6
187","47.3
215","54.6
288","38.8
53","34.4
173","81.3
5","-0.1
71"
2016,Marquette,4,"100.6
204","98.5
94",".5595
153","50.1
139","47.8
133","21.5
303","17.8
201","28.1
225","31.2
202","42.3
105","21.8
7","56.4
29","46.3
118","26.5
332","33.6
159","71.8
109","-0.6
117"
2015,Monmouth,2,"99.2
182","98.0
138",".5347
153","50.3
113","44.8
77","21
218","24.1
32","26.1
294","38.9
319","38
178","42
241","48.6
151","42.5
67","35.5
115","32.5
147","62.8
308","-1.8
225"
2014,Hofstra,2,"111.1
76","109.1
257",".5526
153","51.6
108","49.8
184","21
286","13.9
337","36
73","35
260","48
83","35
86","51.1
103","50
196","35
133","32.9
145","67.1
252","-2.9
276"
2013,UC Irvine,2,"100.4
147","98.6
170",".5520
153","45.3
245","42.6
37","18.1
65","16.2
320","33
139","32.8
182","36.2
162","48
310","43.9
256","41.4
40","32.1
200","30.8
99","66.1
214","-2.8
276"
2012,Florida Atlantic,3,"103.6
102","101.7
220",".5514
153","47
220","44.6
67","18.5
62","19.1
265","32.9
161","38
302","28.2
296","45
276","43.4
272","41.9
51","35.2
130","36
219","67.3
189","-1.7
209"
2011,Lipscomb,2,"101.2
136","99.8
180",".5394
153","49.2
151","50.6
224","22.8
245","18.7
261","32.9
155","26.9
37","44.1
84","40
192","50
109","52.2
280","31.9
221","31.2
112","75
15","-0.5
96"
2010,Loyola Chicago,3,"102.6
143","100.6
187",".5573
153","46.3
227","51.8
242","23.1
255","22.4
120","42.8
13","37.3
277","30.7
282","38.6
187","34.6
343","52.4
274","46.3
11","33.7
163","68.6
179","0.1
61"
2009,Northern Colorado,2,"103.9
97","103.0
242",".5255
153","52.3
71","50.6
221","24.6
264","17.8
301","33.6
151","33.1
174","56.8
7","43.4
251","50.7
84","46.3
127","37.7
62","39.7
299","71.2
81","-1.2
171"
2008,Stephen F. Austin,3,"95.9
224","94.1
98",".5562
153","49.5
173","42.9
29","22.7
185","23.5
123","38.9
51","30.4
92","34
197","32.9
121","52.5
79","40.5
21","27.3
313","32.3
113","61.9
325","-0.3
95"
2020,Boise St.,3,"98.1
200","95.8
121",".5673
154","45.6
270","52.6
276","16
29","19.6
166","20.6
333","24.8
69","42.4
22","25.1
61","48.5
173","51.6
248","26.9
319","36.9
286","71.3
127","-0.1
79"
2019,Georgia Southern,4,"102.6
178","100.6
151",".5570
154","53
106","52.2
226","18.6
142","20.7
107","20.8
339","27.9
142","45.6
25","28.6
75","60.7
5","51.5
204","23.9
345","35.4
240","79.2
4","-0.7
125"
2018,North Dakota St.,3,"97.5
248","96.7
78",".5260
154","51.9
128","46.5
62","20.5
240","15.7
319","20.7
330","28.4
150","26.4
316","34.7
176","50
166","45.5
67","36.2
135","32.5
112","69.4
242","-1.5
171"
2017,UNC Greensboro,4,"101.4
188","100.9
156",".5168
154","49.7
188","50.9
197","20.4
223","25.1
10","37.3
25","29.1
156","17.4
351","32.8
130","44.9
279","48.9
168","37.3
91","36.4
228","67.2
307","-1
132"
2016,Wake Forest,5,"105.9
121","103.8
197",".5592
154","47.6
207","49.5
182","19.8
230","12.8
344","37.5
44","29.1
136","50.7
23","33.3
103","48.3
166","47.1
139","30.5
250","36.2
227","72.4
86","0.3
41"
2015,UMass Lowell,4,"95.1
246","94.1
84",".5311
154","47.4
186","52.1
258","18.5
108","22.1
87","22.4
337","33
220","37.9
179","33.4
108","46.9
182","55.6
319","32.2
202","31.3
118","63.3
295","0.1
61"
2014,Pepperdine,4,"110.8
81","108.9
251",".5489
154","60.3
5","48.1
134","21.4
299","11.5
349","29.1
240","28.3
65","37.9
237","31.8
45","59
7","44.1
57","41.7
27","37.3
262","67.5
233","-1.9
216"
2013,USC,3,"97.0
198","95.4
113",".5506
154","44.6
263","48.1
165","17.9
57","22.3
115","32
173","27.2
52","32.4
229","40.5
236","43.1
285","43.4
84","32.6
186","37.8
291","66.8
185","-1
139"
2012,East Tennessee St.,3,"95.1
237","93.9
87",".5373
154","48.7
167","46.3
104","23.1
246","26.1
26","37
59","40.6
331","37.1
158","34.7
122","50.7
81","48.1
189","29.1
274","29.5
73","71.9
36","-0.9
141"
2011,Louisiana Tech,4,"99.3
180","98.0
149",".5380
154","49
159","48
158","24.1
284","20
210","30.2
236","28
60","36.8
208","35.8
127","49.6
120","50.4
245","31.9
221","28.8
61","70.6
97","-0.6
111"
2010,New Orleans,1,"93.4
266","91.7
62",".5535
154","43.1
299","44.2
76","18.7
77","21.3
163","29.2
260","33
166","21.1
343","47.7
292","38.8
327","43
63","37
95","31.3
109","64.4
309","-0.9
147"
2009,Colorado,3,"102.7
122","102.2
232",".5136
154","57.1
13","50
206","20.4
124","22.2
142","21.4
336","32.8
168","53.1
15","32.7
105","60
6","48.9
197","34.8
139","34.8
207","64.3
294","-1.3
175"
2008,Alabama,3,"104.6
103","102.6
223",".5547
154","51.1
132","49.4
164","18.8
50","18.6
303","38.1
67","30.3
88","32.8
217","30.9
95","53.9
57","47.8
158","28.4
299","34.7
175","73.4
53","-0.8
129"
2020,California,5,"100.4
151","98.1
164",".5644
155","54.4
41","45.8
87","21.6
271","14.8
340","24.6
260","30.1
239","34.5
117","21.6
27","50.2
128","44.1
65","43.4
5","32.3
161","65.1
335","-0.3
88"
2019,California,2,"103.7
156","101.8
176",".5536
155","53.9
80","52
219","18.1
130","20.7
107","18.2
349","30.1
216","45.1
27","35.2
206","50.5
176","53.7
260","42
15","32.7
146","67.8
293","-1.8
198"
2018,Dayton,3,"105.7
119","104.9
213",".5239
155","52.5
116","50.7
171","18
114","14.8
337","24.7
279","25.2
59","30.8
261","32.1
130","54.4
62","49.8
176","33.3
214","34.9
178","66.5
325","-1.7
192"
2017,St. John's,2,"102.0
179","101.4
163",".5166
155","47.9
232","46.6
80","17.1
78","18.9
189","29.1
195","31.7
234","33.2
212","34
156","43.6
299","43.3
54","36.1
119","35.7
215","74.3
44","-3
292"
2016,"Cal St. Bakersfield
15 seed, R64",1,"98.8
227","96.8
76",".5591
155","47
229","56.5
322","16.7
96","24.8
13","26.9
247","23.7
32","34.9
213","44.2
258","41
313","53.2
275","40.8
37","40.7
321","70.3
172","-0.9
148"
2015,IPFW,2,"105.9
85","105.1
257",".5233
155","54
45","47.7
158","17.4
63","13.8
345","23
328","31
158","50.9
22","27.7
43","52.2
70","48
187","38.2
64","31
113","71
38","-1.1
167"
2014,Old Dominion,4,"98.4
269","96.8
56",".5481
155","46.9
244","46.2
81","17.2
115","18.6
158","31.6
170","26.3
32","44.1
136","40.8
165","45.2
268","42.1
34","33.9
162","37
256","67.5
233","-1.7
200"
2013,UAB,3,"96.7
205","95.0
107",".5500
155","47.3
188","47.4
152","22.3
229","23
91","31.9
174","26.4
42","31.3
254","29.8
80","47.8
146","46.8
162","30.9
225","32.4
140","77.3
2","-1.6
185"
2012,Penn St.,6,"94.8
243","93.7
82",".5342
155","44.4
271","48.6
167","19.6
108","25.3
39","36.8
63","28.2
61","31.6
255","42.5
244","41.6
300","42
54","32.1
205","37.4
265","65.8
243","0.5
42"
2011,Oregon,4,"100.3
155","99.1
168",".5360
155","46.3
223","48.7
173","17.1
32","22.2
121","32.5
164","32.4
170","41.4
128","40.7
203","45.6
212","42.4
56","32
216","41.4
318","74
30","-0.8
130"
2010,Appalachian St.,3,"100.6
165","98.8
149",".5528
155","49.7
140","48.3
159","24.3
293","20.1
215","31.5
214","32
140","40.8
120","40.3
213","46.8
190","50.2
228","36.4
105","29.1
70","67.7
220","-1.6
201"
2009,Oral Roberts,0,"101.1
139","100.7
201",".5124
155","45.4
252","52.4
268","20
102","18.9
269","26.4
310","36.3
258","46.8
47","46
288","45.1
230","50.3
229","30.6
245","39
283","66.7
241","-1.9
225"
2008,Georgia Southern,5,"97.1
204","95.4
109",".5513
155","44.4
290","44.9
63","21.1
118","24.8
82","39.2
48","35.8
238","33.4
204","37.8
195","44.2
265","45.6
116","30
273","28.7
52","71.2
105","0.5
39"
2020,South Dakota,6,"108.4
38","106.3
292",".5583
156","57.6
11","49.1
179","17.6
77","12.5
352","22.9
302","22.2
20","38.3
76","31.8
179","51.4
104","47.2
128","47.4
1","35.7
251","68.6
247","-0.4
94"
2019,Seattle,5,"102.1
189","100.2
141",".5523
156","52.1
135","44.1
28","16.7
64","16.3
299","27.6
202","24.6
53","36.7
128","37.2
232","49.4
205","39.7
7","37.9
61","34.7
216","71.8
125","-1.3
170"
2018,Northern Colorado,4,"93.4
309","92.7
38",".5237
156","47.1
263","44.2
35","19.8
205","15.6
322","23.4
297","27
114","35.4
169","35.3
185","53.7
79","43.4
37","26
341","31.1
84","71.8
134","-1.5
168"
2017,UNC Asheville,3,"101.3
195","100.7
152",".5150
156","48.8
207","56.6
326","16.1
40","25
13","24.1
302","36.6
323","26.5
318","29.7
74","47.2
218","57.4
326","34.8
160","36.8
237","67.2
307","-0.4
90"
2016,Northern Illinois,4,"104.4
143","102.3
171",".5585
156","50.2
133","49.5
182","17.8
145","20.8
70","38.1
32","24.3
41","54
10","37.9
164","43.9
271","43.3
65","40.5
42","40.3
313","66.2
319","0.4
37"
2015,College of Charleston,2,"95.7
236","95.1
104",".5185
156","51
103","44.4
71","20.6
198","19.8
185","22.7
332","36.3
294","28.2
302","50
307","46.9
182","44.6
105","38.6
59","29.2
75","64.4
265","-2.2
262"
2014,Quinnipiac,4,"106.3
156","104.6
171",".5479
156","46.2
266","44.9
58","16.8
98","15.4
303","43.8
5","24.6
15","44.5
132","42.7
197","45.4
266","46.5
108","32.5
202","26.2
21","71.9
65","-0.3
90"
2013,Massachusetts,3,"98.0
181","96.5
138",".5437
156","45.9
224","51.6
267","20.3
147","20.8
175","31.9
174","30.6
129","21.5
342","47.2
299","45.9
203","48.2
194","30.6
232","39.8
318","74.8
14","-0.4
99"
2012,Drake,3,"98.0
188","96.9
134",".5336
156","51.2
91","48.7
171","24.8
294","22.6
105","28.3
273","31.7
148","50.3
28","49.4
310","49.5
112","46.4
139","36.5
102","36.2
224","69.3
116","-1.1
162"
2011,UC Irvine,3,"97.4
210","96.7
133",".5197
156","47.4
207","45.8
100","19.4
91","20.1
202","22.9
333","27.1
40","40.8
138","38.2
163","44.8
229","47.3
183","35.6
116","29.1
67","72.1
65","-1.4
181"
2010,Drexel,3,"92.6
279","90.9
50",".5520
156","44.1
282","41.7
24","18.6
73","21.1
170","32.2
196","31.6
123","35.8
201","50
299","45.2
233","40.6
33","27.4
305","30.1
84","67.1
241","-2.7
287"
2009,Southern Illinois,1,"98.9
175","98.5
158",".5110
156","50.2
124","53.8
297","23.3
232","21.5
170","24.3
326","30.2
98","30.6
267","66.2
341","42.2
288","48.1
176","46.2
5","43.3
330","69.8
119","-1
154"
2008,Pacific,3,"102.8
125","101.2
192",".5459
156","54.3
66","50.9
205","23.9
226","20.2
256","30.8
230","30.3
88","48.2
22","37.8
195","51.4
97","49.4
192","40.8
43","35.3
195","69.8
146","-0.6
121"
2020,Colorado St.,5,"101.8
119","100.0
210",".5522
157","53.3
54","51.7
247","20.9
238","17.6
264","24.3
267","24.9
71","43.3
17","22.4
32","52.5
79","53
274","36.4
69","33
180","70.1
174","-0.9
122"
2019,Boise St.,2,"104.0
151","102.4
189",".5438
157","54.1
76","49.4
133","19.7
196","16.6
286","25
269","22.5
22","30.2
249","31.4
131","56.8
33","46
70","33.3
176","37.2
277","71.2
156","-2.7
263"
2018,Saint Joseph's,4,"105.2
127","104.4
203",".5225
157","49.1
212","50.7
171","12
2","15.7
319","26
252","24.9
53","35.1
170","32.9
145","47.9
220","50.2
183","33.9
203","34.2
166","71.5
147","-1.7
193"
2017,"New Mexico St.
14 seed, R64",5,"100.6
203","100.1
139",".5146
157","51.2
136","46.4
73","21.5
270","22
50","35.6
47","35.3
316","42.8
60","39
228","53.6
56","45.5
90","31.7
249","32.3
116","66.3
327","-0.8
120"
2016,New Mexico St.,4,"103.3
167","101.2
148",".5582
157","54.4
55","42.8
30","20.6
264","13.8
332","37.6
41","22.3
22","30.3
288","24.4
15","55.7
37","41.6
38","34.3
158","30.2
72","67.3
292","-1.6
205"
2015,Ball St.,1,"108.5
61","107.9
294",".5161
157","56.5
24","51.5
246","24.1
312","22.7
63","37.1
51","31.3
167","44.5
71","39.5
214","50
113","51.5
260","44.3
8","34.4
196","67.7
137","-1
152"
2014,Washington St.,3,"105.5
172","103.8
154",".5465
157","49.7
161","52.4
250","18.3
172","19.1
129","30.6
198","27
47","42.1
171","38
126","52.6
76","48.7
154","31
249","41.4
318","66.5
278","-1.4
183"
2013,Utah,4,"99.1
160","97.7
155",".5418
157","51.3
83","42.4
33","20.8
167","16.3
318","30.1
221","28.9
85","33.1
215","27.6
47","51.7
68","39.5
21","33.6
159","31.3
109","64.6
251","-1.3
161"
2012,Providence,5,"106.0
74","105.2
281",".5199
157","48.8
164","46.7
113","20.1
123","19.9
236","38.6
44","36.6
277","45.6
67","27.7
35","47.9
152","45.1
110","35.1
133","32.9
144","67.3
189","-0.5
106"
2011,Evansville,2,"101.8
132","101.1
192",".5195
157","48.8
163","49.5
190","22.3
222","23
87","30.6
224","41.2
331","49.8
36","47.1
274","47.6
173","49.1
217","34.4
151","33.9
174","67.5
204","-0.6
107"
2010,Boston University,2,"99.1
187","97.6
134",".5434
157","41.9
317","50.3
209","22.7
233","21.3
163","32.6
189","30.3
96","46.2
54","55.9
329","38.5
330","48.8
199","31
235","35.5
206","72.1
68","-2.6
279"
2009,"Portland St.
13 seed, R64",4,"110.2
39","109.8
312",".5100
157","49.5
140","51.5
247","17.2
25","23.5
97","39.3
45","38.7
305","31.6
256","44.2
262","48.7
133","50
221","33.8
171","37
246","67.8
195","-0.5
114"
2008,Bowling Green,4,"104.1
111","102.5
220",".5430
157","50.3
157","44
49","18
35","20.7
238","30.5
236","37.8
273","32.3
224","46.6
299","53.9
57","43.6
62","26.7
321","29.8
66","66.7
240","-0.9
147"
2020,Illinois St.,2,"103.7
88","101.9
238",".5484
158","52.8
66","52
255","19.5
165","21.5
100","32.5
67","30.7
258","17.6
349","33
198","48.4
175","54.9
306","40.2
21","31.5
135","67.1
296","-2.6
258"
2019,Coastal Carolina,2,"105.0
135","103.5
205",".5407
158","51.7
151","50.3
165","21.1
270","19
175","34.1
56","26.9
113","52.9
6","59.7
351","48.7
226","49
138","37.5
72","34.4
207","72.6
100","-2.6
256"
2018,Furman,3,"104.9
130","104.1
196",".5224
158","48.3
239","56
298","18.3
126","20.4
110","31.6
119","29.5
191","25.9
323","29.5
89","49.5
180","62.9
350","31.1
267","30.1
51","71.3
164","-0.9
122"
2017,Northern Colorado,1,"103.3
149","102.8
184",".5134
158","50.3
166","55.3
303","20.1
214","15.6
319","25
284","26.2
70","25.7
324","33.9
152","49
172","57.3
324","34.8
160","34.8
188","70.1
199","-2
226"
2016,UCF,1,"96.8
260","95.0
59",".5526
158","49.2
168","41.2
17","22.7
325","11.4
351","35.3
69","26.3
73","26.1
335","18.8
2","49.7
136","41
29","32.1
215","27.6
30","69.1
220","-2.2
251"
2015,Texas St.,2,"97.7
206","97.4
131",".5081
158","49.4
129","51.4
245","22.7
278","26.3
13","30.8
180","33.7
242","35.7
210","41.3
236","45.2
223","47.4
167","41
33","39.6
308","64.5
262","-0.6
126"
2014,"Stephen F. Austin
12 seed, R32",4,"102.7
212","101.0
114",".5460
158","48.7
193","52.6
257","16.7
93","23.9
11","33.8
113","32.8
204","37.5
241","52.8
296","49.6
154","53.1
274","31.4
232","34.2
182","65.1
316","-0.7
124"
